32.48,-19.43,-5.74,17.06,-20.47,-4.31,36.32,-16.52,6.95,19.07,-18.34,13.14
32.5,-19.45,-5.74,17.09,-20.46,-4.3,36.3,-16.62,6.99,19.04,-18.48,13.39
32.53,-19.49,-5.76,17.14,-20.44,-4.28,36.27,-16.73,7.01,19.03,-18.66,13.61
32.58,-19.48,-5.83,17.23,-20.42,-4.24,36.27,-16.83,7.01,19,-18.88,13.74
32.66,-19.49,-5.94,17.37,-20.41,-4.14,36.27,-16.95,6.96,18.99,-19.11,13.71
32.76,-19.47,-6.05,17.58,-20.41,-3.99,36.28,-17.04,6.89,19.01,-19.32,13.59
32.89,-19.44,-6.1,17.78,-20.44,-3.82,36.27,-17.13,6.85,19.04,-19.54,13.42
33.01,-19.36,-6.18,17.99,-20.49,-3.64,36.27,-17.16,6.78,19.1,-19.7,13.28
33.11,-19.33,-6.18,18.21,-20.53,-3.47,36.27,-17.21,6.73,19.13,-19.85,13.24
33.23,-19.27,-6.09,18.38,-20.58,-3.34,36.26,-17.2,6.71,19.12,-19.96,13.29
33.31,-19.25,-6.04,18.49,-20.59,-3.27,36.24,-17.22,6.73,19.09,-20.05,13.37
33.33,-19.32,-5.97,18.51,-20.59,-3.28,36.23,-17.2,6.7,19.07,-20.12,13.43
33.35,-19.33,-5.94,18.51,-20.55,-3.33,36.2,-17.2,6.7,19.04,-20.18,13.48
33.36,-19.34,-5.96,18.47,-20.51,-3.39,36.18,-17.19,6.69,19.01,-20.27,13.49
33.38,-19.32,-5.92,18.44,-20.49,-3.46,36.16,-17.19,6.71,18.99,-20.34,13.47
33.39,-19.29,-5.96,18.42,-20.47,-3.51,36.12,-17.22,6.75,18.97,-20.41,13.45
33.38,-19.28,-5.93,18.4,-20.48,-3.55,36.1,-17.22,6.75,18.97,-20.46,13.43
33.4,-19.22,-5.9,18.39,-20.49,-3.59,36.06,-17.26,6.77,18.94,-20.5,13.43
33.39,-19.21,-5.94,18.35,-20.52,-3.64,36.01,-17.28,6.77,18.92,-20.53,13.4
33.38,-19.21,-5.91,18.31,-20.54,-3.69,35.97,-17.29,6.8,18.89,-20.55,13.38
33.39,-19.21,-5.8,18.24,-20.57,-3.75,35.96,-17.29,6.79,18.87,-20.55,13.34
33.39,-19.21,-5.75,18.2,-20.57,-3.81,35.94,-17.31,6.77,18.86,-20.54,13.31
33.39,-19.24,-5.65,18.15,-20.57,-3.86,35.9,-17.39,6.78,18.82,-20.55,13.3
33.39,-19.26,-5.64,18.11,-20.56,-3.91,35.9,-17.4,6.74,18.81,-20.54,13.28
33.35,-19.32,-5.79,18.1,-20.54,-3.96,35.9,-17.42,6.73,18.79,-20.54,13.27
33.33,-19.4,-5.75,18.09,-20.54,-3.98,35.89,-17.45,6.74,18.8,-20.53,13.23
33.33,-19.43,-5.6,18.11,-20.52,-3.99,35.89,-17.45,6.74,18.79,-20.52,13.2
33.34,-19.46,-5.61,18.12,-20.52,-3.99,35.9,-17.45,6.72,18.79,-20.5,13.16
33.37,-19.43,-5.67,18.14,-20.52,-3.98,35.9,-17.44,6.7,18.79,-20.48,13.13
33.38,-19.44,-5.67,18.15,-20.54,-3.97,35.9,-17.44,6.7,18.77,-20.45,13.11
33.41,-19.45,-5.61,18.18,-20.54,-3.96,35.91,-17.43,6.67,18.78,-20.42,13.11
33.45,-19.46,-5.56,18.2,-20.55,-3.94,35.9,-17.44,6.66,18.76,-20.41,13.12
33.44,-19.56,-5.5,18.21,-20.56,-3.94,35.89,-17.47,6.66,18.76,-20.4,13.12
33.46,-19.6,-5.45,18.23,-20.57,-3.94,35.89,-17.48,6.67,18.75,-20.38,13.14
33.46,-19.68,-5.45,18.22,-20.59,-3.93,35.87,-17.52,6.71,18.74,-20.38,13.14
33.47,-19.71,-5.45,18.23,-20.6,-3.95,35.87,-17.56,6.75,18.72,-20.37,13.15
33.43,-19.87,-5.35,18.25,-20.59,-3.97,35.86,-17.62,6.77,18.7,-20.36,13.17
33.47,-19.84,-5.4,18.26,-20.6,-3.97,35.87,-17.64,6.8,18.69,-20.34,13.19
33.53,-19.8,-5.44,18.27,-20.61,-3.97,35.86,-17.69,6.83,18.67,-20.32,13.21
33.56,-19.77,-5.43,18.3,-20.61,-3.97,35.9,-17.69,6.82,18.68,-20.29,13.18
33.63,-19.7,-5.47,18.34,-20.6,-3.97,35.92,-17.68,6.82,18.69,-20.27,13.15
