12.18,13.68,-2.69,10.71,14.04,-0.4
12.19,13.69,-2.69,10.71,14.08,-0.4
12.22,13.69,-2.71,10.72,14.1,-0.41
12.24,13.71,-2.71,10.74,14.12,-0.41
12.25,13.72,-2.71,10.75,14.14,-0.41
12.26,13.72,-2.71,10.78,14.17,-0.43
12.28,13.74,-2.71,10.77,14.18,-0.43
12.29,13.74,-2.71,10.79,14.2,-0.43
12.31,13.75,-2.71,10.81,14.21,-0.41
12.31,13.76,-2.71,10.81,14.23,-0.41
12.32,13.76,-2.71,10.82,14.24,-0.41
12.34,13.78,-2.71,10.82,14.27,-0.41
12.35,13.79,-2.71,10.85,14.27,-0.41
12.35,13.81,-2.71,10.87,14.3,-0.41
12.37,13.82,-2.71,10.87,14.31,-0.41
12.38,13.84,-2.71,10.88,14.34,-0.41
12.39,13.85,-2.71,10.88,14.36,-0.43
12.41,13.88,-2.71,10.91,14.37,-0.43
12.42,13.89,-2.71,10.94,14.4,-0.43
12.45,13.92,-2.72,10.94,14.41,-0.44
12.47,13.95,-2.72,10.95,14.44,-0.43
12.5,13.98,-2.72,10.95,14.47,-0.44
12.51,14.01,-2.72,10.98,14.48,-0.44
12.52,14.04,-2.72,11,14.51,-0.44
12.55,14.07,-2.72,11,14.53,-0.44
12.57,14.1,-2.72,11.01,14.56,-0.44
12.58,14.12,-2.73,11.01,14.6,-0.44
12.6,14.17,-2.73,11.02,14.61,-0.44
12.61,14.18,-2.73,11.04,14.66,-0.44
12.62,14.23,-2.72,11.04,14.67,-0.44
12.62,14.25,-2.73,11.04,14.72,-0.43
12.65,14.28,-2.73,11.05,14.73,-0.44
12.67,14.31,-2.73,11.07,14.74,-0.44
12.68,14.34,-2.75,11.1,14.76,-0.43
12.7,14.37,-2.75,11.1,14.79,-0.43
12.73,14.4,-2.75,11.1,14.8,-0.43
12.74,14.43,-2.75,11.1,14.82,-0.44
12.75,14.47,-2.76,11.13,14.83,-0.44
12.78,14.5,-2.75,11.14,14.85,-0.44
12.8,14.53,-2.76,11.14,14.87,-0.44
12.81,14.56,-2.76,11.15,14.87,-0.44
12.83,14.59,-2.76,11.17,14.89,-0.44
12.87,14.63,-2.76,11.17,14.89,-0.44
12.87,14.66,-2.78,11.17,14.9,-0.44
12.91,14.7,-2.76,11.17,14.9,-0.46
12.93,14.73,-2.78,11.18,14.9,-0.46
12.94,14.76,-2.78,11.17,14.9,-0.46
12.97,14.79,-2.78,11.18,14.89,-0.46
12.99,14.82,-2.78,11.2,14.87,-0.46
13.01,14.85,-2.78,11.21,14.85,-0.46
13.03,14.87,-2.78,11.23,14.82,-0.44
13.06,14.9,-2.78,11.24,14.79,-0.44
13.07,14.95,-2.78,11.27,14.73,-0.44
13.09,14.98,-2.76,11.3,14.67,-0.44
13.12,15,-2.78,11.34,14.61,-0.44
13.13,15.05,-2.76,11.37,14.53,-0.44
13.14,15.08,-2.78,11.37,14.46,-0.44
13.17,15.1,-2.78,11.4,14.36,-0.44
13.2,15.13,-2.78,11.43,14.24,-0.46
13.22,15.16,-2.78,11.43,14.12,-0.47
13.23,15.19,-2.79,11.44,13.99,-0.49
13.24,15.22,-2.78,11.43,13.86,-0.5
13.26,15.25,-2.78,11.44,13.71,-0.51
13.27,15.26,-2.78,11.44,13.55,-0.53
13.27,15.29,-2.78,11.43,13.4,-0.54
13.27,15.31,-2.78,11.43,13.24,-0.56
13.27,15.32,-2.78,11.4,13.1,-0.57
13.27,15.34,-2.78,11.4,12.94,-0.57
13.27,15.35,-2.78,11.4,12.8,-0.59
13.26,15.36,-2.78,11.39,12.65,-0.59
13.26,15.38,-2.78,11.36,12.51,-0.6
13.24,15.39,-2.78,11.33,12.39,-0.6
13.23,15.39,-2.76,11.31,12.26,-0.61
13.22,15.41,-2.78,11.28,12.13,-0.63
13.2,15.41,-2.78,11.26,12.02,-0.63
13.17,15.42,-2.78,11.23,11.92,-0.63
13.16,15.44,-2.76,11.2,11.8,-0.64
13.14,15.44,-2.78,11.17,11.69,-0.64
13.12,15.44,-2.78,11.13,11.59,-0.64
13.09,15.45,-2.76,11.08,11.49,-0.64
13.07,15.45,-2.78,11.04,11.37,-0.66
13.04,15.47,-2.78,10.98,11.28,-0.66
13.03,15.47,-2.76,10.95,11.18,-0.66
13.01,15.47,-2.78,10.92,11.08,-0.66
13,15.48,-2.78,10.88,10.98,-0.66
12.99,15.48,-2.78,10.85,10.89,-0.66
12.99,15.48,-2.76,10.81,10.84,-0.64
12.97,15.48,-2.78,10.78,10.75,-0.64
12.97,15.48,-2.78,10.77,10.66,-0.64
12.97,15.48,-2.78,10.74,10.59,-0.64
12.96,15.48,-2.76,10.72,10.51,-0.64
12.96,15.48,-2.78,10.68,10.43,-0.64
12.96,15.48,-2.76,10.65,10.35,-0.66
12.96,15.47,-2.76,10.62,10.27,-0.66
12.97,15.47,-2.76,10.56,10.2,-0.66
12.97,15.47,-2.76,10.53,10.12,-0.66
12.97,15.47,-2.76,10.48,10.03,-0.67
12.97,15.47,-2.76,10.43,9.94,-0.67
12.96,15.47,-2.76,10.4,9.86,-0.67
12.96,15.47,-2.76,10.36,9.77,-0.67
12.96,15.47,-2.76,10.32,9.7,-0.67
12.94,15.47,-2.76,10.27,9.61,-0.67
12.93,15.47,-2.76,10.26,9.53,-0.67
12.91,15.48,-2.76,10.23,9.44,-0.67
12.91,15.47,-2.76,10.2,9.35,-0.67
12.88,15.47,-2.76,10.19,9.27,-0.66
12.87,15.48,-2.76,10.16,9.18,-0.64
12.86,15.47,-2.76,10.15,9.11,-0.64
12.83,15.47,-2.78,10.12,9.02,-0.63
12.8,15.47,-2.78,10.1,8.95,-0.61
12.77,15.47,-2.78,10.1,8.89,-0.61
12.74,15.45,-2.78,10.1,8.83,-0.61
12.7,15.47,-2.79,10.12,8.76,-0.61
12.68,15.47,-2.78,10.13,8.72,-0.61
12.65,15.45,-2.78,10.15,8.67,-0.61
12.64,15.45,-2.78,10.15,8.65,-0.6
12.64,15.45,-2.78,10.13,8.63,-0.6
12.65,15.45,-2.76,10.13,8.62,-0.6
12.65,15.44,-2.76,10.12,8.62,-0.6
12.68,15.44,-2.75,10.1,8.62,-0.6
12.71,15.42,-2.75,10.09,8.62,-0.6
12.74,15.42,-2.75,10.07,8.65,-0.6
12.75,15.42,-2.76,10.06,8.66,-0.6
12.78,15.42,-2.75,10.03,8.69,-0.6
12.81,15.42,-2.78,10.02,8.73,-0.6
12.81,15.44,-2.78,10,8.76,-0.6
12.84,15.44,-2.78,9.99,8.8,-0.6
12.86,15.45,-2.78,9.99,8.83,-0.6
12.86,15.47,-2.79,9.97,8.86,-0.6
12.87,15.48,-2.79,9.96,8.92,-0.6
12.87,15.48,-2.81,9.96,8.96,-0.6
12.88,15.48,-2.81,9.96,9.02,-0.6
12.88,15.49,-2.82,9.97,9.08,-0.6
12.9,15.51,-2.82,9.99,9.14,-0.6
12.9,15.51,-2.82,10,9.21,-0.6
12.91,15.51,-2.82,10.03,9.28,-0.59
12.91,15.51,-2.81,10.03,9.38,-0.59
12.91,15.49,-2.81,10.06,9.45,-0.59
12.9,15.49,-2.81,10.09,9.53,-0.59
12.9,15.48,-2.81,10.1,9.61,-0.59
12.88,15.47,-2.81,10.13,9.68,-0.59
12.87,15.45,-2.79,10.15,9.76,-0.59
12.84,15.44,-2.79,10.16,9.83,-0.59
12.8,15.42,-2.79,10.17,9.9,-0.59
12.78,15.39,-2.79,10.17,9.99,-0.59
12.74,15.38,-2.78,10.19,10.07,-0.59
12.71,15.35,-2.78,10.2,10.16,-0.59
12.68,15.34,-2.79,10.23,10.23,-0.59
12.65,15.31,-2.78,10.26,10.32,-0.59
12.62,15.29,-2.78,10.29,10.4,-0.59
12.6,15.26,-2.78,10.33,10.49,-0.59
12.58,15.25,-2.76,10.36,10.58,-0.6
12.55,15.23,-2.76,10.4,10.66,-0.6
12.54,15.21,-2.76,10.43,10.74,-0.6
12.52,15.19,-2.76,10.48,10.81,-0.6
12.51,15.16,-2.76,10.51,10.87,-0.6
12.5,15.15,-2.76,10.53,10.92,-0.6
12.5,15.13,-2.76,10.58,10.98,-0.6
12.48,15.12,-2.76,10.59,11.04,-0.6
12.48,15.1,-2.76,10.62,11.1,-0.6
12.47,15.09,-2.75,10.64,11.15,-0.6
12.47,15.08,-2.75,10.65,11.21,-0.6
12.47,15.06,-2.75,10.68,11.27,-0.61
12.45,15.05,-2.75,10.69,11.31,-0.61
12.45,15.02,-2.75,10.69,11.37,-0.61
12.45,15,-2.75,10.69,11.41,-0.61
12.45,14.99,-2.75,10.68,11.47,-0.61
12.45,14.99,-2.75,10.68,11.5,-0.63
12.45,14.98,-2.75,10.66,11.53,-0.63
12.45,14.98,-2.75,10.65,11.56,-0.63
12.45,14.96,-2.75,10.64,11.57,-0.63
12.45,14.96,-2.75,10.61,11.6,-0.63
12.47,14.95,-2.75,10.58,11.63,-0.63
12.47,14.93,-2.75,10.56,11.64,-0.63
12.47,14.93,-2.75,10.52,11.67,-0.63
12.47,14.92,-2.75,10.49,11.7,-0.63
12.47,14.92,-2.75,10.46,11.73,-0.63
12.47,14.92,-2.75,10.45,11.75,-0.63
12.47,14.9,-2.73,10.42,11.77,-0.63
12.45,14.9,-2.73,10.39,11.8,-0.63
12.45,14.89,-2.73,10.36,11.83,-0.63
12.44,14.89,-2.73,10.33,11.86,-0.63
12.41,14.89,-2.73,10.3,11.88,-0.63
12.41,14.87,-2.73,10.27,11.89,-0.63
12.39,14.87,-2.73,10.23,11.9,-0.63
12.38,14.86,-2.73,10.22,11.92,-0.63
12.38,14.86,-2.73,10.17,11.93,-0.61
12.37,14.85,-2.73,10.16,11.95,-0.61
12.37,14.83,-2.73,10.15,11.96,-0.6
12.38,14.82,-2.73,10.13,11.98,-0.6
12.38,14.8,-2.73,10.12,11.98,-0.59
12.39,14.79,-2.73,10.1,11.99,-0.59
12.42,14.76,-2.72,10.1,11.99,-0.59
12.42,14.74,-2.72,10.09,11.99,-0.59
