29.92,-14.23,-9.24,20.46,-21.4,2.94,35.3,-21.04,7.34,24.26,-22.81,2.91
29.95,-14.21,-9.22,20.47,-21.31,2.94,35.3,-20.99,7.34,24.25,-22.81,2.91
30.01,-14.18,-9.19,20.48,-21.25,2.95,35.27,-20.99,7.35,24.23,-22.81,2.91
30.05,-14.16,-9.18,20.55,-21.17,2.98,35.27,-20.93,7.36,24.21,-22.82,2.93
30.12,-14.1,-9.16,20.64,-21.1,3,35.27,-20.88,7.38,24.18,-22.82,2.94
30.17,-14.06,-9.15,20.76,-21.04,3.04,35.25,-20.84,7.45,24.16,-22.81,2.96
30.24,-14.03,-9.15,20.9,-21,3.1,35.22,-20.78,7.48,24.12,-22.82,2.97
30.33,-13.96,-9.14,21.05,-20.98,3.17,35.18,-20.73,7.51,24.08,-22.83,2.97
30.44,-13.89,-9.1,21.26,-20.95,3.27,35.11,-20.77,7.6,24.06,-22.82,2.99
30.53,-13.85,-9.1,21.49,-20.93,3.39,35.07,-20.74,7.64,24,-22.85,3.01
30.63,-13.8,-9.05,21.7,-20.94,3.5,35.01,-20.78,7.66,23.98,-22.85,3.02
30.74,-13.77,-9,21.89,-20.93,3.59,34.95,-20.8,7.69,23.95,-22.86,3.03
30.85,-13.72,-8.98,22.05,-20.94,3.66,34.93,-20.76,7.64,23.93,-22.85,3.05
30.96,-13.65,-8.96,22.22,-20.93,3.74,34.89,-20.77,7.63,23.88,-22.87,3.06
31.05,-13.64,-8.94,22.35,-20.93,3.78,34.86,-20.75,7.64,23.81,-22.9,3.08
31.14,-13.62,-8.93,22.45,-20.95,3.82,34.87,-20.68,7.6,23.8,-22.88,3.11
31.23,-13.6,-8.9,22.56,-20.95,3.84,34.85,-20.65,7.59,23.78,-22.87,3.14
31.33,-13.55,-8.89,22.63,-20.95,3.86,34.85,-20.59,7.63,23.72,-22.87,3.17
31.4,-13.58,-8.87,22.68,-20.94,3.87,34.84,-20.54,7.64,23.69,-22.86,3.2
31.5,-13.56,-8.83,22.73,-20.94,3.85,34.81,-20.58,7.65,23.65,-22.86,3.21
31.57,-13.57,-8.81,22.77,-20.94,3.85,34.79,-20.58,7.67,23.66,-22.83,3.23
31.65,-13.58,-8.77,22.81,-20.93,3.85,34.8,-20.54,7.69,23.64,-22.83,3.24
31.74,-13.58,-8.72,22.81,-20.96,3.85,34.76,-20.62,7.67,23.62,-22.83,3.25
31.82,-13.59,-8.66,22.84,-20.96,3.85,34.71,-20.69,7.66,23.6,-22.83,3.25
31.9,-13.63,-8.6,22.88,-20.97,3.86,34.71,-20.71,7.62,23.57,-22.83,3.27
31.99,-13.64,-8.53,22.92,-20.97,3.88,34.7,-20.73,7.59,23.56,-22.83,3.27
32.06,-13.67,-8.47,22.95,-20.99,3.9,34.68,-20.77,7.6,23.55,-22.82,3.28
32.13,-13.71,-8.41,22.97,-21.02,3.91,34.7,-20.74,7.58,23.53,-22.81,3.29
32.19,-13.71,-8.38,23.03,-21.02,3.94,34.7,-20.75,7.54,23.51,-22.79,3.31
32.24,-13.73,-8.35,23.06,-21.03,3.95,34.73,-20.7,7.55,23.48,-22.79,3.33
32.27,-13.77,-8.36,23.08,-21.06,3.95,34.74,-20.67,7.56,23.47,-22.78,3.34
32.31,-13.82,-8.31,23.1,-21.07,3.97,34.74,-20.67,7.59,23.47,-22.75,3.36
32.36,-13.83,-8.29,23.11,-21.1,3.96,34.74,-20.66,7.62,23.47,-22.73,3.36
32.43,-13.8,-8.24,23.15,-21.09,3.99,34.75,-20.64,7.62,23.46,-22.73,3.36
32.49,-13.82,-8.17,23.14,-21.12,3.98,34.74,-20.68,7.63,23.45,-22.73,3.34
32.55,-13.79,-8.14,23.14,-21.13,4,34.73,-20.7,7.64,23.46,-22.73,3.34
32.59,-13.8,-8.1,23.15,-21.14,4,34.72,-20.74,7.62,23.5,-22.71,3.34
32.68,-13.7,-8.02,23.17,-21.13,4.01,34.71,-20.79,7.62,23.51,-22.72,3.34
32.69,-13.7,-7.99,23.23,-21.12,4.03,34.72,-20.8,7.57,23.53,-22.73,3.32
32.72,-13.67,-7.97,23.33,-21.11,4.09,34.73,-20.81,7.55,23.54,-22.74,3.32
32.73,-13.62,-8,23.46,-21.09,4.13,34.75,-20.84,7.53,23.58,-22.73,3.31
32.75,-13.58,-8.01,23.59,-21.07,4.19,34.8,-20.78,7.5,23.62,-22.74,3.28
32.76,-13.54,-8.05,23.69,-21.08,4.25,34.84,-20.74,7.49,23.66,-22.76,3.26
32.78,-13.52,-8.08,23.8,-21.02,4.3,34.88,-20.69,7.51,23.69,-22.78,3.25
32.81,-13.5,-8.09,23.89,-20.98,4.33,34.93,-20.63,7.53,23.73,-22.79,3.22
32.85,-13.47,-8.11,23.98,-20.91,4.39,34.95,-20.62,7.57,23.78,-22.79,3.21
32.88,-13.48,-8.11,24.04,-20.88,4.44,34.97,-20.61,7.61,23.82,-22.79,3.19
32.93,-13.46,-8.11,24.07,-20.89,4.45,35.01,-20.59,7.64,23.85,-22.81,3.18
32.97,-13.47,-8.12,24.1,-20.86,4.46,35,-20.66,7.62,23.89,-22.8,3.18
33.02,-13.43,-8.12,24.13,-20.84,4.45,35.02,-20.69,7.62,23.92,-22.81,3.15
33.03,-13.45,-8.15,24.09,-20.89,4.4,35.03,-20.72,7.56,23.96,-22.8,3.15
33.06,-13.43,-8.13,24.05,-20.94,4.35,35.05,-20.75,7.52,23.99,-22.8,3.14
33.06,-13.45,-8.14,24,-21.01,4.3,35.06,-20.78,7.51,24.02,-22.79,3.13
33.07,-13.44,-8.12,23.97,-21.02,4.26,35.1,-20.75,7.47,24.05,-22.77,3.14
33.06,-13.46,-8.12,23.91,-21.04,4.23,35.14,-20.73,7.43,24.05,-22.79,3.14
33.04,-13.48,-8.14,23.86,-21.04,4.19,35.22,-20.62,7.43,24.09,-22.78,3.12
33.03,-13.52,-8.12,23.8,-21.01,4.15,35.29,-20.55,7.42,24.13,-22.78,3.11
33.02,-13.51,-8.12,23.75,-20.98,4.11,35.32,-20.52,7.49,24.17,-22.77,3.11
33.01,-13.52,-8.11,23.69,-20.96,4.06,35.38,-20.48,7.52,24.21,-22.79,3.1
32.99,-13.54,-8.11,23.62,-20.96,4.01,35.44,-20.44,7.52,24.26,-22.81,3.09
32.98,-13.55,-8.08,23.57,-20.98,3.99,35.43,-20.55,7.57,24.34,-22.8,3.06
32.96,-13.56,-8.09,23.52,-20.99,3.99,35.46,-20.57,7.61,24.42,-22.78,3.03
32.94,-13.56,-8.09,23.47,-21,3.98,35.45,-20.72,7.49,24.47,-22.79,2.99
32.93,-13.56,-8.09,23.44,-21.01,3.97,35.44,-20.81,7.42,24.53,-22.79,2.95
32.91,-13.57,-8.08,23.44,-20.99,3.98,35.51,-20.78,7.29,24.58,-22.8,2.91
32.88,-13.6,-8.07,23.42,-20.97,4,35.56,-20.77,7.23,24.66,-22.77,2.91
32.86,-13.61,-8.07,23.41,-20.95,3.99,35.59,-20.78,7.23,24.69,-22.78,2.9
