34.24,-16.89,-10.13,22.11,-20.01,-5.91,39.86,-18.4,6.56,27.31,-21.45,5.07
34.25,-16.89,-10.12,22.12,-20,-5.91,39.9,-18.36,6.56,27.36,-21.43,5.06
34.25,-16.89,-10.11,22.12,-20,-5.9,39.9,-18.38,6.57,27.38,-21.45,5.06
34.25,-16.89,-10.11,22.12,-20,-5.9,39.92,-18.37,6.56,27.41,-21.46,5.05
34.24,-16.9,-10.12,22.12,-20,-5.9,39.94,-18.38,6.56,27.41,-21.5,5.04
34.25,-16.91,-10.12,22.12,-20,-5.91,39.96,-18.38,6.53,27.43,-21.5,5.03
34.27,-16.87,-10.1,22.14,-19.99,-5.91,39.99,-18.36,6.51,27.47,-21.49,5.01
34.28,-16.86,-10.1,22.14,-20,-5.91,40.01,-18.32,6.53,27.47,-21.52,5.02
34.25,-16.91,-10.12,22.13,-20.01,-5.9,40.03,-18.31,6.52,27.49,-21.52,4.99
34.25,-16.91,-10.12,22.14,-20.01,-5.9,40.03,-18.31,6.55,27.5,-21.53,5
34.26,-16.9,-10.11,22.15,-20,-5.91,40,-18.38,6.55,27.52,-21.53,4.98
34.27,-16.88,-10.1,22.16,-20,-5.9,40.01,-18.36,6.54,27.54,-21.53,4.97
34.31,-16.84,-10.09,22.16,-20,-5.91,40.03,-18.31,6.54,27.53,-21.54,4.96
34.3,-16.85,-10.09,22.18,-19.99,-5.9,40.03,-18.31,6.53,27.55,-21.53,4.93
34.28,-16.88,-10.11,22.19,-20,-5.9,40.03,-18.3,6.52,27.56,-21.54,4.93
34.29,-16.87,-10.1,22.19,-20,-5.9,40.04,-18.29,6.54,27.57,-21.53,4.91
34.32,-16.83,-10.08,22.22,-19.98,-5.91,40.04,-18.27,6.54,27.58,-21.52,4.9
34.32,-16.82,-10.09,22.22,-19.98,-5.91,40.04,-18.27,6.55,27.6,-21.49,4.89
34.33,-16.82,-10.07,22.22,-19.99,-5.91,40.05,-18.25,6.55,27.61,-21.48,4.87
34.35,-16.81,-10.05,22.23,-19.97,-5.9,40.05,-18.24,6.6,27.62,-21.46,4.86
34.34,-16.79,-10.09,22.25,-19.94,-5.9,40.06,-18.24,6.59,27.65,-21.42,4.84
34.35,-16.79,-10.08,22.26,-19.93,-5.9,40.09,-18.22,6.59,27.68,-21.39,4.85
34.36,-16.8,-10.06,22.23,-19.97,-5.93,40.11,-18.18,6.59,27.7,-21.37,4.83
34.36,-16.78,-10.06,22.23,-19.96,-5.92,40.15,-18.16,6.57,27.75,-21.32,4.83
34.37,-16.78,-10.05,22.25,-19.93,-5.92,40.18,-18.16,6.6,27.75,-21.32,4.82
34.37,-16.79,-10.05,22.24,-19.93,-5.92,40.18,-18.19,6.58,27.79,-21.28,4.82
34.36,-16.76,-10.09,22.23,-19.94,-5.94,40.22,-18.14,6.56,27.82,-21.23,4.83
34.37,-16.76,-10.09,22.24,-19.93,-5.93,40.25,-18.09,6.59,27.82,-21.23,4.85
34.37,-16.78,-10.05,22.25,-19.91,-5.92,40.27,-18.08,6.6,27.84,-21.21,4.84
34.38,-16.77,-10.05,22.26,-19.91,-5.92,40.27,-18.11,6.58,27.85,-21.2,4.83
34.38,-16.75,-10.07,22.26,-19.9,-5.92,40.27,-18.12,6.6,27.85,-21.19,4.82
34.38,-16.75,-10.07,22.26,-19.89,-5.91,40.29,-18.11,6.59,27.86,-21.18,4.84
34.38,-16.74,-10.08,22.26,-19.89,-5.91,40.29,-18.11,6.55,27.86,-21.17,4.85
34.38,-16.73,-10.08,22.25,-19.89,-5.91,40.3,-18.12,6.55,27.87,-21.16,4.85
34.38,-16.72,-10.08,22.26,-19.87,-5.92,40.3,-18.12,6.55,27.86,-21.18,4.85
34.38,-16.72,-10.08,22.25,-19.87,-5.92,40.3,-18.13,6.55,27.86,-21.18,4.85
34.38,-16.72,-10.08,22.25,-19.87,-5.92,40.29,-18.14,6.54,27.86,-21.18,4.86
34.37,-16.72,-10.08,22.25,-19.86,-5.92,40.29,-18.14,6.55,27.84,-21.19,4.86
34.37,-16.71,-10.08,22.24,-19.86,-5.93,40.29,-18.14,6.55,27.84,-21.18,4.86
34.37,-16.71,-10.09,22.24,-19.86,-5.92,40.29,-18.13,6.55,27.83,-21.21,4.87
34.35,-16.72,-10.1,22.24,-19.86,-5.92,40.28,-18.13,6.55,27.82,-21.21,4.88
34.36,-16.7,-10.09,22.24,-19.86,-5.92,40.27,-18.14,6.55,27.82,-21.21,4.89
34.38,-16.67,-10.09,22.24,-19.86,-5.92,40.27,-18.14,6.56,27.81,-21.22,4.89
34.37,-16.69,-10.08,22.24,-19.87,-5.92,40.27,-18.12,6.56,27.81,-21.23,4.89
34.37,-16.7,-10.08,22.24,-19.87,-5.92,40.26,-18.12,6.56,27.78,-21.28,4.91
34.37,-16.7,-10.08,22.24,-19.87,-5.92,40.25,-18.12,6.57,27.78,-21.29,4.9
34.37,-16.71,-10.07,22.24,-19.88,-5.91,40.23,-18.1,6.59,27.78,-21.31,4.89
34.37,-16.71,-10.07,22.25,-19.89,-5.91,40.23,-18.09,6.58,27.79,-21.31,4.89
34.37,-16.73,-10.07,22.25,-19.9,-5.91,40.21,-18.09,6.57,27.8,-21.32,4.88
34.38,-16.72,-10.06,22.26,-19.91,-5.91,40.21,-18.08,6.57,27.79,-21.35,4.88
34.38,-16.73,-10.07,22.27,-19.91,-5.91,40.2,-18.04,6.6,27.8,-21.37,4.87
34.39,-16.74,-10.05,22.28,-19.92,-5.9,40.2,-18.04,6.6,27.81,-21.36,4.88
34.4,-16.75,-10.04,22.29,-19.93,-5.9,40.18,-18.06,6.63,27.8,-21.37,4.89
34.41,-16.74,-10.06,22.3,-19.94,-5.91,40.17,-18.06,6.63,27.81,-21.38,4.89
34.42,-16.75,-10.07,22.32,-19.93,-5.9,40.17,-18,6.66,27.8,-21.39,4.9
34.41,-16.77,-10.07,22.32,-19.94,-5.89,40.15,-18.02,6.67,27.79,-21.4,4.88
34.44,-16.75,-10.04,22.34,-19.93,-5.9,40.14,-18.01,6.69,27.77,-21.41,4.89
34.46,-16.73,-10.04,22.33,-19.95,-5.91,40.12,-18.01,6.68,27.76,-21.4,4.89
34.46,-16.74,-10.03,22.35,-19.95,-5.9,40.1,-18,6.71,27.75,-21.4,4.89
34.46,-16.75,-10.02,22.35,-19.95,-5.91,40.06,-18.04,6.72,27.71,-21.4,4.9
34.47,-16.75,-10.02,22.35,-19.95,-5.91,40.04,-18.02,6.75,27.67,-21.4,4.92
34.48,-16.74,-10.02,22.35,-19.95,-5.91,40.01,-18,6.81,27.61,-21.42,4.95
34.48,-16.75,-10.02,22.35,-19.96,-5.91,39.97,-18.02,6.78,27.57,-21.41,4.95
34.48,-16.75,-10.02,22.36,-19.95,-5.92,39.93,-18.01,6.82,27.53,-21.4,4.97
34.48,-16.75,-10.03,22.35,-19.96,-5.92,39.84,-18.07,6.88,27.45,-21.43,5.02
34.48,-16.75,-10.04,22.34,-19.95,-5.93,39.81,-18.03,6.86,27.39,-21.43,5.02
34.49,-16.75,-10.01,22.34,-19.95,-5.93,39.74,-18.07,6.88,27.29,-21.45,5.05
34.48,-16.76,-10.01,22.35,-19.95,-5.93,39.64,-18.12,6.91,27.21,-21.43,5.1
34.48,-16.74,-10.05,22.35,-19.94,-5.93,39.57,-18.11,6.93,27.12,-21.43,5.13
34.48,-16.75,-10.06,22.34,-19.94,-5.93,39.45,-18.15,7.03,27.02,-21.43,5.14
34.5,-16.76,-9.95,22.34,-19.94,-5.93,39.36,-18.14,7.09,26.91,-21.43,5.18
34.5,-16.77,-9.96,22.34,-19.95,-5.94,39.25,-18.16,7.12,26.81,-21.44,5.2
34.48,-16.76,-10.07,22.35,-19.94,-5.93,39.13,-18.21,7.22,26.71,-21.44,5.22
34.49,-16.75,-10.06,22.35,-19.94,-5.93,39,-18.22,7.31,26.57,-21.47,5.27
34.5,-16.76,-9.99,22.34,-19.95,-5.93,38.86,-18.32,7.33,26.46,-21.46,5.3
34.5,-16.76,-9.99,22.35,-19.95,-5.93,38.73,-18.32,7.37,26.32,-21.49,5.33
34.51,-16.77,-9.97,22.36,-19.94,-5.93,38.58,-18.36,7.45,26.19,-21.5,5.36
34.51,-16.78,-9.96,22.36,-19.94,-5.93,38.47,-18.36,7.48,26.07,-21.5,5.37
34.51,-16.77,-10.02,22.36,-19.95,-5.93,38.32,-18.4,7.57,25.96,-21.51,5.4
34.51,-16.77,-10.02,22.36,-19.95,-5.93,38.19,-18.43,7.67,25.86,-21.53,5.42
34.52,-16.77,-9.99,22.36,-19.96,-5.93,38.08,-18.44,7.73,25.74,-21.57,5.44
34.52,-16.78,-9.98,22.36,-19.96,-5.93,37.99,-18.43,7.78,25.65,-21.6,5.41
34.5,-16.82,-9.96,22.37,-19.95,-5.94,37.89,-18.43,7.82,25.58,-21.63,5.41
34.5,-16.83,-9.97,22.36,-19.96,-5.94,37.79,-18.44,7.85,25.5,-21.66,5.41
34.54,-16.74,-10,22.35,-19.97,-5.93,37.71,-18.47,7.88,25.46,-21.67,5.38
34.54,-16.74,-10,22.35,-19.97,-5.94,37.62,-18.49,7.92,25.38,-21.71,5.39
34.51,-16.81,-9.97,22.36,-19.96,-5.95,37.55,-18.49,7.95,25.32,-21.74,5.37
34.51,-16.82,-9.97,22.36,-19.96,-5.95,37.47,-18.52,7.99,25.23,-21.8,5.37
34.51,-16.83,-9.97,22.35,-19.97,-5.95,37.38,-18.57,8.03,25.2,-21.78,5.37
34.52,-16.82,-9.97,22.36,-19.97,-5.95,37.31,-18.58,8.07,25.13,-21.82,5.39
34.56,-16.75,-10,22.36,-19.98,-5.95,37.25,-18.59,8.06,25.07,-21.83,5.4
34.57,-16.74,-10,22.37,-19.97,-5.95,37.17,-18.59,8.1,25,-21.84,5.4
34.55,-16.81,-9.96,22.37,-19.98,-5.95,37.07,-18.64,8.14,24.92,-21.87,5.41
34.55,-16.83,-9.96,22.38,-19.97,-5.95,37.02,-18.61,8.17,24.85,-21.87,5.42
34.57,-16.8,-9.95,22.39,-19.96,-5.95,36.91,-18.64,8.2,24.76,-21.91,5.44
34.58,-16.8,-9.94,22.4,-19.97,-5.95,36.83,-18.63,8.22,24.7,-21.91,5.45
34.57,-16.84,-9.98,22.42,-19.95,-5.96,36.76,-18.61,8.28,24.64,-21.92,5.46
34.58,-16.84,-9.97,22.42,-19.96,-5.96,36.7,-18.58,8.3,24.59,-21.93,5.47
34.62,-16.78,-9.91,22.44,-19.96,-5.96,36.68,-18.52,8.32,24.55,-21.94,5.49
34.62,-16.79,-9.92,22.44,-19.97,-5.96,36.62,-18.54,8.36,24.5,-21.96,5.51
34.62,-16.8,-9.94,22.44,-19.99,-5.93,36.59,-18.52,8.34,24.48,-21.95,5.5
34.63,-16.81,-9.92,22.46,-19.98,-5.94,36.56,-18.5,8.34,24.45,-21.96,5.54
34.61,-16.86,-9.97,22.47,-19.97,-5.95,36.56,-18.46,8.35,24.44,-21.95,5.55
34.63,-16.84,-9.97,22.47,-19.97,-5.94,36.52,-18.47,8.37,24.45,-21.94,5.56
34.66,-16.77,-9.88,22.47,-19.99,-5.93,36.53,-18.44,8.39,24.46,-21.92,5.56
34.66,-16.77,-9.89,22.47,-19.99,-5.93,36.54,-18.39,8.4,24.48,-21.92,5.56
34.64,-16.81,-9.93,22.46,-19.99,-5.93,36.58,-18.35,8.39,24.52,-21.89,5.55
34.64,-16.81,-9.93,22.46,-19.99,-5.93,36.63,-18.27,8.39,24.57,-21.86,5.55
34.65,-16.79,-9.91,22.45,-19.99,-5.94,36.68,-18.25,8.4,24.62,-21.84,5.55
34.65,-16.8,-9.91,22.45,-19.98,-5.93,36.73,-18.24,8.4,24.7,-21.81,5.54
34.64,-16.8,-9.91,22.44,-19.98,-5.94,36.79,-18.24,8.4,24.79,-21.77,5.54
34.63,-16.81,-9.91,22.43,-19.98,-5.93,36.91,-18.2,8.36,24.92,-21.7,5.52
34.63,-16.82,-9.92,22.43,-19.96,-5.94,37.06,-18.13,8.31,25.01,-21.68,5.52
34.61,-16.82,-9.92,22.41,-19.95,-5.94,37.21,-18.06,8.27,25.1,-21.65,5.5
34.6,-16.82,-9.93,22.4,-19.94,-5.94,37.32,-18.05,8.21,25.22,-21.6,5.5
34.6,-16.82,-9.94,22.37,-19.94,-5.95,37.39,-18.1,8.18,25.31,-21.58,5.48
34.57,-16.83,-9.96,22.36,-19.92,-5.95,37.5,-18.09,8.13,25.42,-21.54,5.46
34.56,-16.82,-9.97,22.35,-19.91,-5.98,37.62,-18.08,8.11,25.5,-21.54,5.45
34.55,-16.79,-9.99,22.32,-19.92,-5.98,37.72,-18.06,8.04,25.6,-21.52,5.42
34.52,-16.8,-9.99,22.3,-19.91,-5.98,37.81,-18.08,8.01,25.67,-21.53,5.41
34.48,-16.82,-10,22.28,-19.91,-5.98,37.92,-18.02,8.01,25.75,-21.51,5.36
34.47,-16.81,-10.01,22.28,-19.89,-5.99,38.02,-18.01,7.9,25.85,-21.49,5.34
34.47,-16.78,-10.03,22.25,-19.91,-6,38.09,-18.05,7.84,25.92,-21.49,5.33
34.45,-16.77,-10.03,22.24,-19.9,-6,38.17,-18.05,7.83,26.02,-21.48,5.29
34.43,-16.77,-10.03,22.22,-19.9,-6.01,38.21,-18.14,7.78,26.07,-21.51,5.28
