12.93,15.62,-3.34,18.03,12.48,-4.19
12.93,15.62,-3.34,18.03,12.48,-4.19
12.93,15.62,-3.34,18.02,12.48,-4.18
12.91,15.61,-3.34,18.02,12.48,-4.18
12.93,15.61,-3.34,18.02,12.48,-4.18
12.91,15.6,-3.34,18.02,12.48,-4.19
12.91,15.6,-3.33,18.02,12.48,-4.19
12.91,15.58,-3.33,18,12.48,-4.19
12.91,15.57,-3.33,18,12.48,-4.19
12.93,15.57,-3.33,18,12.48,-4.19
12.93,15.55,-3.33,18,12.47,-4.18
12.94,15.54,-3.33,17.99,12.48,-4.18
12.94,15.54,-3.33,17.99,12.48,-4.18
12.96,15.52,-3.33,17.99,12.48,-4.19
12.97,15.51,-3.33,17.99,12.47,-4.19
12.99,15.51,-3.33,17.99,12.47,-4.19
13,15.49,-3.33,17.99,12.47,-4.19
13.01,15.48,-3.33,17.97,12.47,-4.19
13.03,15.47,-3.33,17.97,12.47,-4.19
13.06,15.45,-3.33,17.97,12.47,-4.19
13.07,15.44,-3.33,17.97,12.47,-4.19
13.09,15.42,-3.33,17.96,12.47,-4.19
13.1,15.41,-3.33,17.96,12.47,-4.19
13.12,15.41,-3.33,17.96,12.47,-4.19
13.13,15.39,-3.33,17.96,12.45,-4.19
13.16,15.38,-3.33,17.95,12.47,-4.19
13.17,15.36,-3.33,17.93,12.47,-4.2
13.19,15.34,-3.33,17.93,12.47,-4.19
13.22,15.32,-3.33,17.93,12.47,-4.19
13.23,15.32,-3.33,17.92,12.47,-4.19
13.24,15.29,-3.33,17.92,12.47,-4.19
13.26,15.29,-3.33,17.92,12.47,-4.19
13.26,15.28,-3.33,17.92,12.47,-4.19
13.27,15.26,-3.33,17.9,12.48,-4.19
13.27,15.25,-3.33,17.9,12.47,-4.2
13.27,15.23,-3.33,17.89,12.48,-4.2
13.29,15.22,-3.33,17.9,12.47,-4.2
13.29,15.21,-3.33,17.89,12.48,-4.2
13.3,15.19,-3.31,17.89,12.48,-4.2
13.32,15.16,-3.31,17.89,12.48,-4.2
13.33,15.15,-3.31,17.89,12.48,-4.2
13.36,15.12,-3.31,17.89,12.48,-4.19
13.37,15.1,-3.31,17.89,12.48,-4.2
13.4,15.09,-3.3,17.9,12.48,-4.2
13.43,15.06,-3.31,17.9,12.48,-4.2
13.46,15.05,-3.3,17.9,12.48,-4.2
13.48,15.02,-3.3,17.92,12.5,-4.2
13.5,15,-3.28,17.92,12.5,-4.2
13.55,14.98,-3.28,17.93,12.5,-4.2
13.56,14.96,-3.28,17.93,12.51,-4.2
13.61,14.95,-3.28,17.95,12.51,-4.2
13.63,14.92,-3.27,17.96,12.52,-4.22
13.66,14.9,-3.27,17.96,12.52,-4.2
13.68,14.9,-3.27,17.96,12.55,-4.22
13.72,14.89,-3.25,17.97,12.55,-4.22
13.76,14.87,-3.27,17.97,12.57,-4.22
13.82,14.85,-3.25,17.97,12.58,-4.23
13.86,14.83,-3.25,17.96,12.61,-4.23
13.91,14.82,-3.25,17.97,12.62,-4.23
13.97,14.8,-3.24,17.97,12.65,-4.23
13.99,14.8,-3.25,17.97,12.67,-4.23
14.05,14.77,-3.24,17.97,12.7,-4.23
14.11,14.76,-3.24,17.96,12.74,-4.25
14.17,14.73,-3.22,17.97,12.74,-4.23
14.25,14.7,-3.22,17.97,12.77,-4.25
14.27,14.69,-3.22,17.96,12.81,-4.25
14.34,14.67,-3.21,17.96,12.86,-4.25
14.4,14.66,-3.21,17.95,12.88,-4.25
14.44,14.64,-3.2,17.95,12.91,-4.25
